KIND:prc
UNITS:mm
INTERVAL:qm
LOCATION:er
# file created: 2018-05-22 22:54:46
#YYYY-MM,             Q1,              Q2,              Q3,              Q4
1904-11,         0.99000,         1.02000,         1.04000,         1.04000
1904-12,         1.02000,         0.99000,         0.97000,         1.06000
1905-01,         1.23000,         1.78000,         1.60000,         1.02000
1905-02,         0.98000,         0.98000,         1.03000,         1.05000
1905-03,         1.04000,         1.00000,         0.98000,         0.96000
1905-04,         1.56000,         1.83000,         1.49000,         0.98000
1905-05,         0.97000,         0.99000,         1.03000,         1.04000
1905-06,         1.03000,         1.00000,         0.98000,         0.99000
1905-07,         1.68000,         1.74000,         1.33000,         0.98000
1905-08,         0.98000,         1.00000,         1.04000,         1.05000
1905-09,         1.03000,         0.99000,         0.97000,         1.02000
1905-10,         1.67000,         1.66000,         1.13000,         0.99000
1905-11,         0.99000,         1.02000,         1.04000,         1.04000
1905-12,         1.02000,         0.99000,         0.97000,         1.06000
1906-01,         1.23000,         1.78000,         1.60000,         1.02000
1906-02,         0.98000,         0.98000,         1.03000,         1.05000
1906-03,         1.04000,         1.00000,         0.98000,         0.96000
1906-04,         1.56000,         1.83000,         1.49000,         0.98000
1906-05,         0.97000,         0.99000,         1.03000,         1.04000
1906-06,         1.03000,         1.00000,         0.98000,         0.99000
1906-07,         1.68000,         1.74000,         1.33000,         0.98000
1906-08,         0.98000,         1.00000,         1.04000,         1.05000
1906-09,         1.03000,         0.99000,         0.97000,         1.02000
1906-10,         1.67000,         1.66000,         1.13000,         0.99000
1906-11,         0.99000,         1.02000,         1.04000,         1.04000
1906-12,         1.02000,         0.99000,         0.97000,         1.06000
1907-01,         1.23000,         1.78000,         1.60000,         1.02000
1907-02,         0.98000,         0.98000,         1.03000,         1.05000
1907-03,         1.04000,         1.00000,         0.98000,         0.96000
1907-04,         1.56000,         1.83000,         1.49000,         0.98000
1907-05,         0.97000,         0.99000,         1.03000,         1.04000
1907-06,         1.03000,         1.00000,         0.98000,         0.99000
1907-07,         1.68000,         1.74000,         1.33000,         0.98000
1907-08,         0.98000,         1.00000,         1.04000,         1.05000
1907-09,         1.03000,         0.99000,         0.97000,         1.02000
1907-10,         1.67000,         1.66000,         1.13000,         0.99000
1907-11,         0.99000,         1.02000,         1.04000,         1.04000
1907-12,         1.02000,         0.99000,         0.97000,         1.06000
1908-01,         1.23000,         1.78000,         1.60000,         1.02000
1908-02,         0.98000,         0.98000,         1.03000,         1.05000
1908-03,         1.04000,         1.00000,         0.98000,         0.96000
1908-04,         1.56000,         1.83000,         1.49000,         0.98000
1908-05,         0.97000,         0.99000,         1.03000,         1.04000
1908-06,         1.03000,         1.00000,         0.98000,         0.99000
1908-07,         1.68000,         1.74000,         1.33000,         0.98000
1908-08,         0.98000,         1.00000,         1.04000,         1.05000
1908-09,         1.03000,         0.99000,         0.97000,         1.02000
1908-10,         1.67000,         1.66000,         1.13000,         0.99000
1908-11,         0.99000,         1.02000,         1.04000,         1.04000
1908-12,         1.02000,         0.99000,         0.97000,         1.06000
1909-01,         1.23000,         1.78000,         1.60000,         1.02000
1909-02,         0.98000,         0.98000,         1.03000,         1.05000
1909-03,         1.04000,         1.00000,         0.98000,         0.96000
1909-04,         1.56000,         1.83000,         1.49000,         0.98000
1909-05,         0.97000,         0.99000,         1.03000,         1.04000
1909-06,         1.03000,         1.00000,         0.98000,         0.99000
1909-07,         1.68000,         1.74000,         1.33000,         0.98000
1909-08,         0.98000,         1.00000,         1.04000,         1.05000
1909-09,         1.03000,         0.99000,         0.97000,         1.02000
1909-10,         1.67000,         1.66000,         1.13000,         0.99000
1909-11,         0.99000,         1.02000,         1.04000,         1.04000
1909-12,         1.02000,         0.99000,         0.97000,         1.06000
1910-01,         1.23000,         1.78000,         1.60000,         1.02000
1910-02,         0.98000,         0.98000,         1.03000,         1.05000
1910-03,         1.04000,         1.00000,         0.98000,         0.96000
1910-04,         1.56000,         1.83000,         1.49000,         0.98000
1910-05,         0.97000,         0.99000,         1.03000,         1.04000
1910-06,         1.03000,         1.00000,         0.98000,         0.99000
1910-07,         1.68000,         1.74000,         1.33000,         0.98000
1910-08,         0.98000,         1.00000,         1.04000,         1.05000
1910-09,         1.03000,         0.99000,         0.97000,         1.02000
1910-10,         1.67000,         1.66000,         1.13000,         0.99000
1910-11,         0.99000,         1.02000,         1.04000,         1.04000
1910-12,         1.02000,         0.99000,         0.97000,         1.06000
1911-01,         1.23000,         1.78000,         1.60000,         1.02000
1911-02,         0.98000,         0.98000,         1.03000,         1.05000
1911-03,         1.04000,         1.00000,         0.98000,         0.96000
1911-04,         1.56000,         1.83000,         1.49000,         0.98000
1911-05,         0.97000,         0.99000,         1.03000,         1.04000
1911-06,         1.03000,         1.00000,         0.98000,         0.99000
1911-07,         1.68000,         1.74000,         1.33000,         0.98000
1911-08,         0.98000,         1.00000,         1.04000,         1.05000
1911-09,         1.03000,         0.99000,         0.97000,         1.02000
1911-10,         1.67000,         1.66000,         1.13000,         0.99000
1911-11,         0.99000,         1.02000,         1.04000,         1.04000
1911-12,         1.02000,         0.99000,         0.97000,         1.06000
1912-01,         1.23000,         1.78000,         1.60000,         1.02000
1912-02,         0.98000,         0.98000,         1.03000,         1.05000
1912-03,         1.04000,         1.00000,         0.98000,         0.96000
1912-04,         1.56000,         1.83000,         1.49000,         0.98000
1912-05,         0.97000,         0.99000,         1.03000,         1.04000
1912-06,         1.03000,         1.00000,         0.98000,         0.99000
1912-07,         1.68000,         1.74000,         1.33000,         0.98000
1912-08,         0.98000,         1.00000,         1.04000,         1.05000
1912-09,         1.03000,         0.99000,         0.97000,         1.02000
1912-10,         1.67000,         1.66000,         1.13000,         0.99000
1912-11,         0.99000,         1.02000,         1.04000,         1.04000
1912-12,         1.02000,         0.99000,         0.97000,         1.06000
1913-01,         1.23000,         1.78000,         1.60000,         1.02000
1913-02,         0.98000,         0.98000,         1.03000,         1.05000
1913-03,         1.04000,         1.00000,         0.98000,         0.96000
1913-04,         1.56000,         1.83000,         1.49000,         0.98000
1913-05,         0.97000,         0.99000,         1.03000,         1.04000
1913-06,         1.03000,         1.00000,         0.98000,         0.99000
1913-07,         1.68000,         1.74000,         1.33000,         0.98000
1913-08,         0.98000,         1.00000,         1.04000,         1.05000
1913-09,         1.03000,         0.99000,         0.97000,         1.02000
1913-10,         1.67000,         1.66000,         1.13000,         0.99000
1913-11,         0.99000,         1.02000,         1.04000,         1.04000
1913-12,         1.02000,         0.99000,         0.97000,         1.06000
1914-01,         1.23000,         1.78000,         1.60000,         1.02000
1914-02,         0.98000,         0.98000,         1.03000,         1.05000
1914-03,         1.04000,         1.00000,         0.98000,         0.96000
1914-04,         1.56000,         1.83000,         1.49000,         0.98000
1914-05,         0.97000,         0.99000,         1.03000,         1.04000
1914-06,         1.03000,         1.00000,         0.98000,         0.99000
1914-07,         1.68000,         1.74000,         1.33000,         0.98000
1914-08,         0.98000,         1.00000,         1.04000,         1.05000
1914-09,         1.03000,         0.99000,         0.97000,         1.02000
1914-10,         1.67000,         1.66000,         1.13000,         0.99000
1914-11,         0.99000,         1.02000,         1.04000,         1.04000
1914-12,         1.02000,         0.99000,         0.97000,         1.06000
1915-01,         1.23000,         1.78000,         1.60000,         1.02000
1915-02,         0.98000,         0.98000,         1.03000,         1.05000
1915-03,         1.04000,         1.00000,         0.98000,         0.96000
1915-04,         1.56000,         1.83000,         1.49000,         0.98000
1915-05,         0.97000,         0.99000,         1.03000,         1.04000
1915-06,         1.03000,         1.00000,         0.98000,         0.99000
1915-07,         1.68000,         1.74000,         1.33000,         0.98000
1915-08,         0.98000,         1.00000,         1.04000,         1.05000
1915-09,         1.03000,         0.99000,         0.97000,         1.02000
1915-10,         1.67000,         1.66000,         1.13000,         0.99000
1915-11,         0.99000,         1.02000,         1.04000,         1.04000
1915-12,         1.02000,         0.99000,         0.97000,         1.06000
1916-01,         1.23000,         1.78000,         1.60000,         1.02000
1916-02,         0.98000,         0.98000,         1.03000,         1.05000
1916-03,         1.04000,         1.00000,         0.98000,         0.96000
1916-04,         1.56000,         1.83000,         1.49000,         0.98000
1916-05,         0.97000,         0.99000,         1.03000,         1.04000
1916-06,         1.03000,         1.00000,         0.98000,         0.99000
1916-07,         1.68000,         1.74000,         1.33000,         0.98000
1916-08,         0.98000,         1.00000,         1.04000,         1.05000
1916-09,         1.03000,         0.99000,         0.97000,         1.02000
1916-10,         1.67000,         1.66000,         1.13000,         0.99000
1916-11,         0.99000,         1.02000,         1.04000,         1.04000
1916-12,         1.02000,         0.99000,         0.97000,         1.06000
1917-01,         1.23000,         1.78000,         1.60000,         1.02000
1917-02,         0.98000,         0.98000,         1.03000,         1.05000
1917-03,         1.04000,         1.00000,         0.98000,         0.96000
1917-04,         1.56000,         1.83000,         1.49000,         0.98000
1917-05,         0.97000,         0.99000,         1.03000,         1.04000
1917-06,         1.03000,         1.00000,         0.98000,         0.99000
1917-07,         1.68000,         1.74000,         1.33000,         0.98000
1917-08,         0.98000,         1.00000,         1.04000,         1.05000
1917-09,         1.03000,         0.99000,         0.97000,         1.02000
1917-10,         1.67000,         1.66000,         1.13000,         0.99000
1917-11,         0.99000,         1.02000,         1.04000,         1.04000
1917-12,         1.02000,         0.99000,         0.97000,         1.06000
1918-01,         1.23000,         1.78000,         1.60000,         1.02000
1918-02,         0.98000,         0.98000,         1.03000,         1.05000
1918-03,         1.04000,         1.00000,         0.98000,         0.96000
1918-04,         1.56000,         1.83000,         1.49000,         0.98000
1918-05,         0.97000,         0.99000,         1.03000,         1.04000
1918-06,         1.03000,         1.00000,         0.98000,         0.99000
1918-07,         1.68000,         1.74000,         1.33000,         0.98000
1918-08,         0.98000,         1.00000,         1.04000,         1.05000
1918-09,         1.03000,         0.99000,         0.97000,         1.02000
1918-10,         1.67000,         1.66000,         1.13000,         0.99000
1918-11,         0.99000,         1.02000,         1.04000,         1.04000
1918-12,         1.02000,         0.99000,         0.97000,         1.06000
1919-01,         1.23000,         1.78000,         1.60000,         1.02000
1919-02,         0.98000,         0.98000,         1.03000,         1.05000
1919-03,         1.04000,         1.00000,         0.98000,         0.96000
1919-04,         1.56000,         1.83000,         1.49000,         0.98000
1919-05,         0.97000,         0.99000,         1.03000,         1.04000
1919-06,         1.03000,         1.00000,         0.98000,         0.99000
1919-07,         1.68000,         1.74000,         1.33000,         0.98000
1919-08,         0.98000,         1.00000,         1.04000,         1.05000
1919-09,         1.03000,         0.99000,         0.97000,         1.02000
1919-10,         1.67000,         1.66000,         1.13000,         0.99000
1919-11,         0.99000,         1.02000,         1.04000,         1.04000
1919-12,         1.02000,         0.99000,         0.97000,         1.06000
1920-01,         1.23000,         1.78000,         1.60000,         1.02000
1920-02,         0.98000,         0.98000,         1.03000,         1.05000
1920-03,         1.04000,         1.00000,         0.98000,         0.96000
1920-04,         1.56000,         1.83000,         1.49000,         0.98000
1920-05,         0.97000,         0.99000,         1.03000,         1.04000
1920-06,         1.03000,         1.00000,         0.98000,         0.99000
1920-07,         1.68000,         1.74000,         1.33000,         0.98000
1920-08,         0.98000,         1.00000,         1.04000,         1.05000
1920-09,         1.03000,         0.99000,         0.97000,         1.02000
1920-10,         1.67000,         1.66000,         1.13000,         0.99000
1920-11,         0.99000,         1.02000,         1.04000,         1.04000
1920-12,         1.02000,         0.99000,         0.97000,         1.06000
1921-01,         1.23000,         1.78000,         1.60000,         1.02000
1921-02,         0.98000,         0.98000,         1.03000,         1.05000
1921-03,         1.04000,         1.00000,         0.98000,         0.96000
1921-04,         1.56000,         1.83000,         1.49000,         0.98000
1921-05,         0.97000,         0.99000,         1.03000,         1.04000
1921-06,         1.03000,         1.00000,         0.98000,         0.99000
1921-07,         1.68000,         1.74000,         1.33000,         0.98000
1921-08,         0.98000,         1.00000,         1.04000,         1.05000
1921-09,         1.03000,         0.99000,         0.97000,         1.02000
1921-10,         1.67000,         1.66000,         1.13000,         0.99000
1921-11,         0.99000,         1.02000,         1.04000,         1.04000
1921-12,         1.02000,         0.99000,         0.97000,         1.06000
1922-01,         1.23000,         1.78000,         1.60000,         1.02000
1922-02,         0.98000,         0.98000,         1.03000,         1.05000
1922-03,         1.04000,         1.00000,         0.98000,         0.96000
1922-04,         1.56000,         1.83000,         1.49000,         0.98000
1922-05,         0.97000,         0.99000,         1.03000,         1.04000
1922-06,         1.03000,         1.00000,         0.98000,         0.99000
1922-07,         1.68000,         1.74000,         1.33000,         0.98000
1922-08,         0.98000,         1.00000,         1.04000,         1.05000
1922-09,         1.03000,         0.99000,         0.97000,         1.02000
1922-10,         1.67000,         1.66000,         1.13000,         0.99000
1922-11,         0.99000,         1.02000,         1.04000,         1.04000
1922-12,         1.02000,         0.99000,         0.97000,         1.06000
1923-01,         1.23000,         1.78000,         1.60000,         1.02000
1923-02,         0.98000,         0.98000,         1.03000,         1.05000
1923-03,         1.04000,         1.00000,         0.98000,         0.96000
1923-04,         1.56000,         1.83000,         1.49000,         0.98000
1923-05,         0.97000,         0.99000,         1.03000,         1.04000
1923-06,         1.03000,         1.00000,         0.98000,         0.99000
1923-07,         1.68000,         1.74000,         1.33000,         0.98000
1923-08,         0.98000,         1.00000,         1.04000,         1.05000
1923-09,         1.03000,         0.99000,         0.97000,         1.02000
1923-10,         1.67000,         1.66000,         1.13000,         0.99000
1923-11,         0.99000,         1.02000,         1.04000,         1.04000
1923-12,         1.02000,         0.99000,         0.97000,         1.06000
1924-01,         1.23000,         1.78000,         1.60000,         1.02000
1924-02,         0.98000,         0.98000,         1.03000,         1.05000
1924-03,         1.04000,         1.00000,         0.98000,         0.96000
1924-04,         1.56000,         1.83000,         1.49000,         0.98000
1924-05,         0.97000,         0.99000,         1.03000,         1.04000
1924-06,         1.03000,         1.00000,         0.98000,         0.99000
1924-07,         1.68000,         1.74000,         1.33000,         0.98000
1924-08,         0.98000,         1.00000,         1.04000,         1.05000
1924-09,         1.03000,         0.99000,         0.97000,         1.02000
1924-10,         1.67000,         1.66000,         1.13000,         0.99000
1924-11,         0.99000,         1.02000,         1.04000,         1.04000
1924-12,         1.02000,         0.99000,         0.97000,         1.06000
1925-01,         1.23000,         1.78000,         1.60000,         1.02000
1925-02,         0.98000,         0.98000,         1.03000,         1.05000
1925-03,         1.04000,         1.00000,         0.98000,         0.96000
1925-04,         1.56000,         1.83000,         1.49000,         0.98000
1925-05,         0.97000,         0.99000,         1.03000,         1.04000
1925-06,         1.03000,         1.00000,         0.98000,         0.99000
1925-07,         1.68000,         1.74000,         1.33000,         0.98000
1925-08,         0.98000,         1.00000,         1.04000,         1.05000
1925-09,         1.03000,         0.99000,         0.97000,         1.02000
1925-10,         1.67000,         1.66000,         1.13000,         0.99000
1925-11,         0.99000,         1.02000,         1.04000,         1.04000
1925-12,         1.02000,         0.99000,         0.97000,         1.06000
1926-01,         1.23000,         1.78000,         1.60000,         1.02000
1926-02,         0.98000,         0.98000,         1.03000,         1.05000
1926-03,         1.04000,         1.00000,         0.98000,         0.96000
1926-04,         1.56000,         1.83000,         1.49000,         0.98000
1926-05,         0.97000,         0.99000,         1.03000,         1.04000
1926-06,         1.03000,         1.00000,         0.98000,         0.99000
1926-07,         1.68000,         1.74000,         1.33000,         0.98000
1926-08,         0.98000,         1.00000,         1.04000,         1.05000
1926-09,         1.03000,         0.99000,         0.97000,         1.02000
1926-10,         1.67000,         1.66000,         1.13000,         0.99000
1926-11,         0.99000,         1.02000,         1.04000,         1.04000
1926-12,         1.02000,         0.99000,         0.97000,         1.06000
1927-01,         1.23000,         1.78000,         1.60000,         1.02000
1927-02,         0.98000,         0.98000,         1.03000,         1.05000
1927-03,         1.04000,         1.00000,         0.98000,         0.96000
1927-04,         1.56000,         1.83000,         1.49000,         0.98000
1927-05,         0.97000,         0.99000,         1.03000,         1.04000
1927-06,         1.03000,         1.00000,         0.98000,         0.99000
1927-07,         1.68000,         1.74000,         1.33000,         0.98000
1927-08,         0.98000,         1.00000,         1.04000,         1.05000
1927-09,         1.03000,         0.99000,         0.97000,         1.02000
1927-10,         1.67000,         1.66000,         1.13000,         0.99000
1927-11,         0.99000,         1.02000,         1.04000,         1.04000
1927-12,         1.02000,         0.99000,         0.97000,         1.06000
1928-01,         1.23000,         1.78000,         1.60000,         1.02000
1928-02,         0.98000,         0.98000,         1.03000,         1.05000
1928-03,         1.04000,         1.00000,         0.98000,         0.96000
1928-04,         1.56000,         1.83000,         1.49000,         0.98000
1928-05,         0.97000,         0.99000,         1.03000,         1.04000
1928-06,         1.03000,         1.00000,         0.98000,         0.99000
1928-07,         1.68000,         1.74000,         1.33000,         0.98000
1928-08,         0.98000,         1.00000,         1.04000,         1.05000
1928-09,         1.03000,         0.99000,         0.97000,         1.02000
1928-10,         1.67000,         1.66000,         1.13000,         0.99000
1928-11,         0.99000,         1.02000,         1.04000,         1.04000
1928-12,         1.02000,         0.99000,         0.97000,         1.06000
1929-01,         1.23000,         1.78000,         1.60000,         1.02000
1929-02,         0.98000,         0.98000,         1.03000,         1.05000
1929-03,         1.04000,         1.00000,         0.98000,         0.96000
1929-04,         1.56000,         1.83000,         1.49000,         0.98000
1929-05,         0.97000,         0.99000,         1.03000,         1.04000
1929-06,         1.03000,         1.00000,         0.98000,         0.99000
1929-07,         1.68000,         1.74000,         1.33000,         0.98000
1929-08,         0.98000,         1.00000,         1.04000,         1.05000
1929-09,         1.03000,         0.99000,         0.97000,         1.02000
1929-10,         1.67000,         1.66000,         1.13000,         0.99000
1929-11,         0.99000,         1.02000,         1.04000,         1.04000
1929-12,         1.02000,         0.99000,         0.97000,         1.06000
1930-01,         1.23000,         1.78000,         1.60000,         1.02000
1930-02,         0.98000,         0.98000,         1.03000,         1.05000
1930-03,         1.04000,         1.00000,         0.98000,         0.96000
1930-04,         1.56000,         1.83000,         1.49000,         0.98000
1930-05,         0.97000,         0.99000,         1.03000,         1.04000
1930-06,         1.03000,         1.00000,         0.98000,         0.99000
1930-07,         1.68000,         1.74000,         1.33000,         0.98000
1930-08,         0.98000,         1.00000,         1.04000,         1.05000
1930-09,         1.03000,         0.99000,         0.97000,         1.02000
1930-10,         1.67000,         1.66000,         1.13000,         0.99000
1930-11,         0.99000,         1.02000,         1.04000,         1.04000
1930-12,         1.02000,         0.99000,         0.97000,         1.06000
1931-01,         1.23000,         1.78000,         1.60000,         1.02000
1931-02,         0.98000,         0.98000,         1.03000,         1.05000
1931-03,         1.04000,         1.00000,         0.98000,         0.96000
1931-04,         1.56000,         1.83000,         1.49000,         0.98000
1931-05,         0.97000,         0.99000,         1.03000,         1.04000
1931-06,         1.03000,         1.00000,         0.98000,         0.99000
1931-07,         1.68000,         1.74000,         1.33000,         0.98000
1931-08,         0.98000,         1.00000,         1.04000,         1.05000
1931-09,         1.03000,         0.99000,         0.97000,         1.02000
1931-10,         1.67000,         1.66000,         1.13000,         0.99000
1931-11,         0.99000,         1.02000,         1.04000,         1.04000
1931-12,         1.02000,         0.99000,         0.97000,         1.06000
1932-01,         1.23000,         1.78000,         1.60000,         1.02000
1932-02,         0.98000,         0.98000,         1.03000,         1.05000
1932-03,         1.04000,         1.00000,         0.98000,         0.96000
1932-04,         1.56000,         1.83000,         1.49000,         0.98000
1932-05,         0.97000,         0.99000,         1.03000,         1.04000
1932-06,         1.03000,         1.00000,         0.98000,         0.99000
1932-07,         1.68000,         1.74000,         1.33000,         0.98000
1932-08,         0.98000,         1.00000,         1.04000,         1.05000
1932-09,         1.03000,         0.99000,         0.97000,         1.02000
1932-10,         1.67000,         1.66000,         1.13000,         0.99000
1932-11,         0.99000,         1.02000,         1.04000,         1.04000
1932-12,         1.02000,         0.99000,         0.97000,         1.06000
1933-01,         1.23000,         1.78000,         1.60000,         1.02000
1933-02,         0.98000,         0.98000,         1.03000,         1.05000
1933-03,         1.04000,         1.00000,         0.98000,         0.96000
1933-04,         1.56000,         1.83000,         1.49000,         0.98000
1933-05,         0.97000,         0.99000,         1.03000,         1.04000
1933-06,         1.03000,         1.00000,         0.98000,         0.99000
1933-07,         1.68000,         1.74000,         1.33000,         0.98000
1933-08,         0.98000,         1.00000,         1.04000,         1.05000
1933-09,         1.03000,         0.99000,         0.97000,         1.02000
1933-10,         1.67000,         1.66000,         1.13000,         0.99000
1933-11,         0.99000,         1.02000,         1.04000,         1.04000
1933-12,         1.02000,         0.99000,         0.97000,         1.06000
1934-01,         1.23000,         1.78000,         1.60000,         1.02000
1934-02,         0.98000,         0.98000,         1.03000,         1.05000
1934-03,         1.04000,         1.00000,         0.98000,         0.96000
1934-04,         1.56000,         1.83000,         1.49000,         0.98000
1934-05,         0.97000,         0.99000,         1.03000,         1.04000
1934-06,         1.03000,         1.00000,         0.98000,         0.99000
1934-07,         1.68000,         1.74000,         1.33000,         0.98000
1934-08,         0.98000,         1.00000,         1.04000,         1.05000
1934-09,         1.03000,         0.99000,         0.97000,         1.02000
1934-10,         1.67000,         1.66000,         1.13000,         0.99000
1934-11,         0.99000,         1.02000,         1.04000,         1.04000
1934-12,         1.02000,         0.99000,         0.97000,         1.06000
1935-01,         1.23000,         1.78000,         1.60000,         1.02000
1935-02,         0.98000,         0.98000,         1.03000,         1.05000
1935-03,         1.04000,         1.00000,         0.98000,         0.96000
1935-04,         1.56000,         1.83000,         1.49000,         0.98000
1935-05,         0.97000,         0.99000,         1.03000,         1.04000
1935-06,         1.03000,         1.00000,         0.98000,         0.99000
1935-07,         1.68000,         1.74000,         1.33000,         0.98000
1935-08,         0.98000,         1.00000,         1.04000,         1.05000
1935-09,         1.03000,         0.99000,         0.97000,         1.02000
1935-10,         1.67000,         1.66000,         1.13000,         0.99000
1935-11,         0.99000,         1.02000,         1.04000,         1.04000
1935-12,         1.02000,         0.99000,         0.97000,         1.06000
1936-01,         1.23000,         1.78000,         1.60000,         1.02000
1936-02,         0.98000,         0.98000,         1.03000,         1.05000
1936-03,         1.04000,         1.00000,         0.98000,         0.96000
1936-04,         1.56000,         1.83000,         1.49000,         0.98000
1936-05,         0.97000,         0.99000,         1.03000,         1.04000
1936-06,         1.03000,         1.00000,         0.98000,         0.99000
1936-07,         1.68000,         1.74000,         1.33000,         0.98000
1936-08,         0.98000,         1.00000,         1.04000,         1.05000
1936-09,         1.03000,         0.99000,         0.97000,         1.02000
1936-10,         1.67000,         1.66000,         1.13000,         0.99000
1936-11,         0.99000,         1.02000,         1.04000,         1.04000
1936-12,         1.02000,         0.99000,         0.97000,         1.06000
1937-01,         1.23000,         1.78000,         1.60000,         1.02000
1937-02,         0.98000,         0.98000,         1.03000,         1.05000
1937-03,         1.04000,         1.00000,         0.98000,         0.96000
1937-04,         1.56000,         1.83000,         1.49000,         0.98000
1937-05,         0.97000,         0.99000,         1.03000,         1.04000
1937-06,         1.03000,         1.00000,         0.98000,         0.99000
1937-07,         1.68000,         1.74000,         1.33000,         0.98000
1937-08,         0.98000,         1.00000,         1.04000,         1.05000
1937-09,         1.03000,         0.99000,         0.97000,         1.02000
1937-10,         1.67000,         1.66000,         1.13000,         0.99000
1937-11,         0.99000,         1.02000,         1.04000,         1.04000
1937-12,         1.02000,         0.99000,         0.97000,         1.06000
1938-01,         1.23000,         1.78000,         1.60000,         1.02000
1938-02,         0.98000,         0.98000,         1.03000,         1.05000
1938-03,         1.04000,         1.00000,         0.98000,         0.96000
1938-04,         1.56000,         1.83000,         1.49000,         0.98000
1938-05,         0.97000,         0.99000,         1.03000,         1.04000
1938-06,         1.03000,         1.00000,         0.98000,         0.99000
1938-07,         1.68000,         1.74000,         1.33000,         0.98000
1938-08,         0.98000,         1.00000,         1.04000,         1.05000
1938-09,         1.03000,         0.99000,         0.97000,         1.02000
1938-10,         1.67000,         1.66000,         1.13000,         0.99000
1938-11,         0.99000,         1.02000,         1.04000,         1.04000
1938-12,         1.02000,         0.99000,         0.97000,         1.06000
1939-01,         1.23000,         1.78000,         1.60000,         1.02000
1939-02,         0.98000,         0.98000,         1.03000,         1.05000
1939-03,         1.04000,         1.00000,         0.98000,         0.96000
1939-04,         1.56000,         1.83000,         1.49000,         0.98000
1939-05,         0.97000,         0.99000,         1.03000,         1.04000
1939-06,         1.03000,         1.00000,         0.98000,         0.99000
1939-07,         1.68000,         1.74000,         1.33000,         0.98000
1939-08,         0.98000,         1.00000,         1.04000,         1.05000
1939-09,         1.03000,         0.99000,         0.97000,         1.02000
